customer_id,customer_name,gender,age,Age_Status,city,state,join_date
C0148,Vivaan Gupta,Male,45,Valid,Bhopal,Madhya Pradesh,27-11-2025
C0149,Pooja Patel,Male,32,Valid,Delhi,Delhi,22-01-2025
C0150,Pooja Singh,Male,29,Valid,Indore,Madhya Pradesh,27-04-2026
C0151,Sneha Chauhan,Male,55,Valid,Bengaluru,Karnataka,23-03-2026
C0152,Harsh Chauhan,Female,4,Invalid,Pune,Maharashtra,23-02-2026
C0153,Kavya Saini,Male,39,Valid,Chandigarh,Chandigarh,26-02-2026
C0154,Aryan Rana,Female,53,Valid,Hyderabad,Telangana,07-02-2025
C0155,Priya Joshi,Female,38,Valid,Ahmedabad,Gujarat,29-04-2025
C0156,Manish Rana,Male,6,Invalid,Dehradun,Uttarakhand,19-04-2026
C0157,Pooja Singh,Female,57,Valid,Amritsar,Punjab,26-05-2026
C0158,Harsh Bansal,Male,35,Valid,Mumbai,Maharashtra,15-05-2025
C0159,Ananya Verma,Female,25,Valid,Shimla,Himachal Pradesh,30-01-2025
C0160,Aryan Saini,Male,37,Valid,Jaipur,Rajasthan,15-01-2025
C0161,Komal Patel,Male,25,Valid,Pune,Maharashtra,18-04-2026
C0162,Aryan Shah,Female,5,Invalid,Una,Himachal Pradesh,07-10-2025
C0163,Riya Yadav,Male,47,Valid,Una,Himachal Pradesh,29-05-2025
C0164,Arjun Mehta,Male,22,Valid,Bhopal,Madhya Pradesh,10-10-2025
C0165,Ananya Rana,Female,18,Valid,Ahmedabad,Gujarat,17-10-2025
C0166,Simran Kapoor,Female,27,Valid,Indore,Madhya Pradesh,03-04-2026
C0167,Harsh Yadav,Female,53,Valid,Lucknow,Uttar Pradesh,22-01-2026
C0168,Deepak Patel,Male,54,Valid,Amritsar,Punjab,28-01-2026
C0169,Riya Rana,Female,48,Valid,Mumbai,Maharashtra,26-01-2026
C0170,Pooja Joshi,Male,26,Valid,Una,Himachal Pradesh,30-05-2026
C0171,Karan Yadav,Female,24,Valid,Chandigarh,Chandigarh,23-06-2026
C0172,Simran Mehta,Male,44,Valid,Delhi,Delhi,08-06-2025
C0173,Meera Joshi,Female,57,Valid,Bengaluru,Karnataka,12-02-2026
C0174,Komal Saini,Female,38,Valid,Ahmedabad,Gujarat,15-05-2026
C0175,Aditya Rana,Male,33,Valid,Mumbai,Maharashtra,22-10-2025
C0176,Aryan Singh,Male,58,Valid,Gurugram,Haryana,13-04-2025
C0177,Sakshi Sandhu,Male,2,Invalid,Hyderabad,Telangana,29-11-2025
C0178,Karan Singh,Female,41,Valid,Hyderabad,Telangana,18-03-2026
C0179,Pooja Gupta,Female,54,Valid,Dehradun,Uttarakhand,04-07-2025
C0180,Vikas Verma,Female,57,Valid,Pune,Maharashtra,04-09-2025
C0181,Rohan Thakur,Male,47,Valid,Mohali,Punjab,18-09-2025
C0182,Rahul Gupta,Female,36,Valid,Delhi,Delhi,11-06-2025
C0183,Ishita Kaur,Female,58,Valid,Lucknow,Uttar Pradesh,11-03-2026
C0184,Pooja Chauhan,Female,3,Invalid,Shimla,Himachal Pradesh,29-01-2026
C0185,Aditya Saini,Male,42,Valid,Chandigarh,Chandigarh,03-01-2026
C0186,Manish Chauhan,Male,6,Invalid,Hyderabad,Telangana,10-02-2026
C0187,Sakshi Rana,Male,56,Valid,Indore,Madhya Pradesh,24-05-2026
C0188,Meera Patel,Female,32,Valid,Jaipur,Rajasthan,14-07-2025
C0189,Mohit Sharma,Male,58,Valid,Mohali,Punjab,10-02-2025
C0190,Ritika Patel,Female,26,Valid,Mumbai,Maharashtra,03-04-2025
C0191,Sneha Chauhan,Female,29,Valid,Ahmedabad,Gujarat,25-07-2025
C0192,Nikhil Saini,Female,28,Valid,Lucknow,Uttar Pradesh,21-09-2025
C0193,Komal Patel,Female,25,Valid,Hyderabad,Telangana,25-04-2026
C0194,Rohan Sandhu,Female,53,Valid,Jaipur,Rajasthan,10-01-2026
C0195,Komal Rana,Female,52,Valid,Delhi,Delhi,07-05-2025
C0196,Aditya Mehta,Female,58,Valid,Bengaluru,Karnataka,16-01-2026
C0197,Aditya Bansal,Male,57,Valid,Una,Himachal Pradesh,02-12-2025
C0198,Pooja Malhotra,Male,58,Valid,Jaipur,Rajasthan,21-04-2026
C0199,Arjun Thakur,Male,26,Valid,Gurugram,Haryana,16-02-2025
C0200,Komal Shah,Male,24,Valid,Una,Himachal Pradesh,29-08-2025
C0201,Komal Patel,Female,47,Valid,Mohali,Punjab,15-01-2026
C0202,Vivaan Patel,Male,44,Valid,Gurugram,Haryana,12-04-2025
C0203,Tanvi Sandhu,Female,35,Valid,Bhopal,Madhya Pradesh,03-02-2025
C0204,Sahil Sandhu,Female,46,Valid,Amritsar,Punjab,30-08-2025
C0205,Ritika Rana,Female,52,Valid,Chandigarh,Chandigarh,03-01-2026
C0206,Manish Malhotra,Male,25,Valid,Bengaluru,Karnataka,11-04-2026
C0207,Sakshi Malhotra,Male,21,Valid,Bhopal,Madhya Pradesh,08-12-2025
C0208,Vivaan Bansal,Male,22,Valid,Indore,Madhya Pradesh,01-08-2025
C0209,Aditya Kapoor,Female,27,Valid,Jaipur,Rajasthan,03-01-2025
C0210,Karan Mehta,Female,29,Valid,Mohali,Punjab,23-04-2025
C0211,Meera Kapoor,Male,4,Invalid,Mohali,Punjab,01-09-2025
C0212,Mohit Mehta,Male,,Missing,Delhi,Delhi,23-02-2025
C0213,Sahil Sharma,Male,22,Valid,Dehradun,Uttarakhand,03-05-2026
C0214,Meera Joshi,Male,46,Valid,Dehradun,Uttarakhand,31-05-2026
C0215,Rohan Yadav,Female,47,Valid,Mumbai,Maharashtra,01-02-2025
C0216,Pooja Malhotra,Female,24,Valid,Noida,Uttar Pradesh,18-05-2026
C0217,Karan Shah,Male,38,Valid,Pune,Maharashtra,01-06-2025
C0218,Vivaan Rana,Female,42,Valid,Bengaluru,Karnataka,29-10-2025
C0219,Manish Saini,Female,24,Valid,Bhopal,Madhya Pradesh,28-04-2025
C0220,Aditya Mehta,Female,46,Valid,Amritsar,Punjab,22-08-2025
C0221,Pooja Gill,Female,44,Valid,Shimla,Himachal Pradesh,08-04-2025
C0222,Sakshi Sandhu,Female,41,Valid,Ahmedabad,Gujarat,06-06-2025
C0223,Ananya Joshi,Male,23,Valid,Pune,Maharashtra,06-04-2025
C0224,Priya Yadav,Male,53,Valid,Lucknow,Uttar Pradesh,03-03-2025
C0225,Sahil Rana,Unknown,6,Invalid,Kolkata,West Bengal,06-05-2025
C0226,Ananya Kumar,Male,36,Valid,Gurugram,Haryana,16-11-2025
C0227,Meera Sandhu,Male,27,Valid,Indore,Madhya Pradesh,09-05-2026
C0228,Ananya Malhotra,Female,25,Valid,Lucknow,Uttar Pradesh,13-10-2025
C0229,Neha Kumar,Male,56,Valid,Gurugram,Haryana,01-10-2025
C0230,Karan Kumar,Female,39,Valid,Bengaluru,Karnataka,26-12-2025
C0231,Meera Thakur,Female,22,Valid,Mohali,Punjab,26-05-2025
C0232,Aarav Gupta,Male,42,Valid,Pune,Maharashtra,06-03-2026
C0233,Aarav Gupta,Female,37,Valid,Ludhiana,Punjab,29-11-2025
C0234,Deepak Sharma,Male,21,Valid,Bhopal,Madhya Pradesh,09-06-2025
C0235,Pooja Joshi,Male,35,Valid,Mumbai,Maharashtra,30-03-2026
C0236,Harsh Kaur,Female,44,Valid,Una,Himachal Pradesh,07-10-2025
C0237,Rahul Shah,Female,45,Valid,Chandigarh,Chandigarh,24-04-2025
C0238,Sahil Yadav,Unknown,2,Invalid,Una,Himachal Pradesh,14-08-2025
C0239,Aman Gill,Male,31,Valid,Mumbai,Maharashtra,05-11-2025
C0240,Nikhil Kaur,Unknown,38,Valid,Bengaluru,Karnataka,03-05-2025
C0241,Simran Shah,Male,26,Valid,Gurugram,Haryana,25-01-2026
C0242,Aman Mehta,Female,22,Valid,Dehradun,Uttarakhand,11-02-2026
C0243,Aarav Rana,Male,47,Valid,Gurugram,Haryana,21-03-2025
C0244,Riya Thakur,Female,54,Valid,Indore,Madhya Pradesh,19-02-2026
C0245,Sakshi Verma,Male,43,Valid,Hyderabad,Telangana,22-01-2025
C0246,Sakshi Joshi,Female,41,Valid,Bhopal,Madhya Pradesh,01-04-2025
C0247,Manish Yadav,Female,55,Valid,Jaipur,Rajasthan,15-02-2026
C0248,Priya Gupta,Female,39,Valid,Noida,Uttar Pradesh,15-08-2025
C0249,Ananya Kumar,Male,51,Valid,Pune,Maharashtra,07-06-2026
C0250,Kavya Singh,Male,33,Valid,Lucknow,Uttar Pradesh,16-04-2025
C0251,Priya Gupta,Male,56,Valid,Amritsar,Punjab,06-06-2025
C0252,Aman Malhotra,Female,47,Valid,Ludhiana,Punjab,05-04-2026
C0253,Rohan Chauhan,Female,58,Valid,Bhopal,Madhya Pradesh,20-11-2025
C0254,Harsh Singh,Female,46,Valid,Pune,Maharashtra,07-11-2025
C0255,Sahil Kaur,Male,4,Invalid,Indore,Madhya Pradesh,04-06-2026
C0256,Rohan Saini,Female,2,Invalid,Shimla,Himachal Pradesh,28-02-2025
C0257,Vikas Chauhan,Male,57,Valid,Pune,Maharashtra,04-06-2026
C0258,Aditya Patel,Male,46,Valid,Indore,Madhya Pradesh,12-07-2025
C0259,Neha Patel,Male,21,Valid,Una,Himachal Pradesh,07-04-2026
C0260,Simran Saini,Male,2,Invalid,Pune,Maharashtra,11-09-2025
C0261,Priya Shah,Male,41,Valid,Shimla,Himachal Pradesh,17-01-2026
C0262,Arjun Joshi,Female,39,Valid,Noida,Uttar Pradesh,23-02-2025
C0263,Manish Saini,Female,24,Valid,Pune,Maharashtra,31-01-2026
C0264,Komal Patel,Male,39,Valid,Bhopal,Madhya Pradesh,25-03-2025
C0265,Vikas Joshi,Female,59,Valid,Lucknow,Uttar Pradesh,06-02-2026
C0266,Nikhil Chauhan,Female,53,Valid,Pune,Maharashtra,21-01-2026
C0267,Meera Mehta,Male,59,Valid,Mohali,Punjab,10-03-2026
C0268,Rohan Shah,Female,37,Valid,Delhi,Delhi,04-07-2025
C0269,Aryan Joshi,Male,32,Valid,Una,Himachal Pradesh,21-05-2025
C0270,Kavya Malhotra,Male,5,Invalid,Hyderabad,Telangana,24-06-2026
C0271,Aman Joshi,Unknown,56,Valid,Bhopal,Madhya Pradesh,21-01-2026
C0272,Rohan Singh,Male,46,Valid,Ludhiana,Punjab,14-02-2025
C0273,Vivaan Joshi,Female,57,Valid,Jaipur,Rajasthan,19-10-2025
C0274,Rohan Gupta,Male,37,Valid,Jaipur,Rajasthan,26-04-2026
C0275,Ananya Malhotra,Female,47,Valid,Lucknow,Uttar Pradesh,16-10-2025
C0276,Harsh Saini,Female,28,Valid,Dehradun,Uttarakhand,24-07-2025
C0277,Tanvi Kapoor,Female,21,Valid,Mohali,Punjab,08-05-2026
C0278,Harsh Bansal,Male,51,Valid,Kolkata,West Bengal,08-05-2025
C0279,Vikas Shah,Female,46,Valid,Ludhiana,Punjab,10-06-2026
C0280,Sakshi Malhotra,Male,46,Valid,Pune,Maharashtra,24-12-2025
C0281,Nikhil Singh,Male,43,Valid,Gurugram,Haryana,30-05-2026
C0282,Rohan Yadav,Male,41,Valid,Noida,Uttar Pradesh,18-08-2025
C0283,Komal Sharma,Female,27,Valid,Chandigarh,Chandigarh,21-05-2025
C0284,Neha Thakur,Male,48,Valid,Una,Himachal Pradesh,05-04-2026
C0285,Aarav Joshi,Male,34,Valid,Pune,Maharashtra,09-08-2025
C0286,Vivaan Patel,Female,25,Valid,Kolkata,West Bengal,23-10-2025
C0287,Sneha Sharma,Male,33,Valid,Chandigarh,Chandigarh,06-03-2026
C0288,Ritika Mehta,Male,25,Valid,Shimla,Himachal Pradesh,27-05-2026
C0289,Karan Patel,Male,27,Valid,Delhi,Delhi,26-10-2025
C0290,Aryan Shah,Female,33,Valid,Bhopal,Madhya Pradesh,03-03-2026
C0291,Sneha Sandhu,Female,22,Valid,Dehradun,Uttarakhand,23-06-2026
C0292,Ananya Sharma,Male,42,Valid,Dehradun,Uttarakhand,27-04-2026
C0293,Rahul Singh,Female,19,Valid,Lucknow,Uttar Pradesh,01-01-2026
C0294,Riya Gill,Male,6,Invalid,Lucknow,Uttar Pradesh,17-04-2025
C0295,Vivaan Bansal,Male,2,Invalid,Ahmedabad,Gujarat,27-12-2025
C0296,Vikas Singh,Female,48,Valid,Ludhiana,Punjab,06-07-2025
C0297,Harsh Kaur,Female,2,Invalid,Pune,Maharashtra,28-10-2025
C0298,Riya Joshi,Male,38,Valid,Amritsar,Punjab,14-11-2025
C0299,Vikas Mehta,Female,34,Valid,Kolkata,West Bengal,07-02-2025
C0300,Aman Verma,Female,21,Valid,Hyderabad,Telangana,06-12-2025
C0301,Kavya Bansal,Female,43,Valid,Lucknow,Uttar Pradesh,27-03-2026
C0302,Harsh Kapoor,Male,49,Valid,Ahmedabad,Gujarat,25-05-2026
C0303,Mohit Kumar,Male,45,Valid,Bengaluru,Karnataka,22-03-2025
C0304,Tanvi Bansal,Female,38,Valid,Ludhiana,Punjab,16-04-2025
C0305,Neha Gill,Female,46,Valid,Hyderabad,Telangana,13-03-2026
C0306,Ananya Shah,Female,2,Invalid,Lucknow,Uttar Pradesh,28-12-2025
C0307,Aditya Joshi,Male,22,Valid,Bengaluru,Karnataka,20-02-2026
C0308,Rahul Saini,Male,27,Valid,Ludhiana,Punjab,25-03-2026
C0309,Sneha Yadav,Male,59,Valid,Pune,Maharashtra,11-01-2026
C0310,Neha Gill,Male,56,Valid,Indore,Madhya Pradesh,07-06-2025
C0311,Vivaan Mehta,Female,46,Valid,Lucknow,Uttar Pradesh,20-03-2025
C0312,Neha Bansal,Female,43,Valid,Dehradun,Uttarakhand,18-11-2025
C0313,Sahil Saini,Male,19,Valid,Jaipur,Rajasthan,10-07-2025
C0314,Meera Mehta,Male,34,Valid,Noida,Uttar Pradesh,24-09-2025
C0315,Aryan Chauhan,Female,49,Valid,Amritsar,Punjab,24-07-2025
C0316,Ishita Gill,Female,29,Valid,Pune,Maharashtra,01-04-2026
C0317,Manish Saini,Male,53,Valid,Lucknow,Uttar Pradesh,25-10-2025
C0318,Arjun Mehta,Male,41,Valid,Ludhiana,Punjab,05-06-2026
C0319,Aditya Joshi,Male,33,Valid,Amritsar,Punjab,21-05-2026
C0320,Tanvi Patel,Female,47,Valid,Kolkata,West Bengal,13-05-2025
C0321,Karan Kumar,Female,43,Valid,Pune,Maharashtra,06-05-2026
C0322,Aarav Malhotra,Male,26,Valid,Gurugram,Haryana,21-11-2025
C0323,Sneha Singh,Female,51,Valid,Shimla,Himachal Pradesh,19-12-2025
C0324,Kavya Yadav,Male,26,Valid,Indore,Madhya Pradesh,20-03-2026
C0325,Aryan Singh,Male,37,Valid,Chandigarh,Chandigarh,18-06-2025
C0326,Rohan Sandhu,Female,51,Valid,Jaipur,Rajasthan,18-10-2025
C0327,Kavya Verma,Male,58,Valid,Bengaluru,Karnataka,09-10-2025
C0328,Rahul Joshi,Male,5,Invalid,Bhopal,Madhya Pradesh,22-06-2025
C0329,Sakshi Singh,Male,6,Invalid,Mohali,Punjab,12-12-2025
C0330,Rohan Patel,Male,23,Valid,Mumbai,Maharashtra,16-02-2025
C0331,Meera Kaur,Male,54,Valid,Bengaluru,Karnataka,03-03-2026
C0332,Ritika Kaur,Female,59,Valid,Una,Himachal Pradesh,06-11-2025
C0333,Aryan Kaur,Female,47,Valid,Noida,Uttar Pradesh,16-03-2025
C0334,Sneha Sharma,Female,44,Valid,Ludhiana,Punjab,11-05-2026
